meta_n;objective_id;axis_id;articulation_id;name;will_be_delivered;total_cost;schedule_2013_2014;schedule_2015_2016;observation;technically;status;transversalidade;qualitative_progress_1;qualitative_progress_2;qualitative_progress_3;qualitative_progress_4;qualitative_progress_5;qualitative_progress_6;updated_at;id_OrgaoResp;OrgaoResp;SiglaOrgaoResp
94;16;2;6;Implantar as novas modalidades temporais de Bilhete Único (Diária, Semanal e Mensal);Um instrumento de política tarifária que permitirá aos usuários o deslocamento, sem restrição, por toda a cidade pelo período adquirido (diário, semanal ou mensal). Esse instrumento é composto por novos cartões, novos aplicativos e atualização tecnológica do Sistema Bilhete Único.;17500000;Bilhete Único Mensal implantado;Bilhete Único Semanal implantado, Bilhete Único Diário implantado;"A implantação das novas modalidades consiste na emissão de cartões (bilhetes) com validade no período e à atualização tecnológica de todo o sistema de bilhetagem.
* Custo referente à infraestrutura tecnológica e física necessária para a implantação da meta, entregue em 2013";"Bilhete Único Mensal: bilhete de validade mensal, com o qual o valor pago dá direito ao deslocamento por toda a cidade, sem limitação de viagens no período.
Bilhete Único Semanal: como o mensal, porém para o período de uma semana.
Bilhete Único Diário: analogamente, com validade para um dia.";concluída;;Bilhete Único Mensal implantado. Integração com o metrô e CPTM garantida.;771.949 pessoas cadastradas até setembro de 2014;;;;;2014-10-30 23:28:06;21;Secretaria Municipal de Tranportes;SMT
95;16;2;2;Implantar horário de funcionamento 24h no transporte público municipal;Linhas de ônibus operando 24h/dia com linhas noturnas ou diuturnas;0;Projeto piloto;Rede de Linhas da Madrugada implantada;O planejamento inicial prevê que os ônibus noturnos percorram o mesmo trajeto das linhas do Metrô, seguindo modelos de referência internacional e facilitando a orientação do usuário. A definição precisa dos trajetos, dos intervalos entre os ônibus e das ligações entre a rede noturna planejada e já existente ainda está em planejamento pela SPTrans;"Linha noturna: linha de ônibus com programação de partidas no período noturno.
Linha diuturna: linha de ônibus com operação initerrupta (24h).";em andamento com benefícios à população;;Diagnóstico e concepção de linhas do transporte 24h finalizados.;Projeto piloto Transporte 24 horas em andamento: Santo Amaro, M'Boi Mirim, Lapa, Pirituba, Sé, Mooca, Penha, Ermelino Matarazzo, São Miguel e Itaim Paulista.;Elaboração do projeto de implantação da 2º fase, incorporação de de novas linhas nos terminais que já estão operando 24h horas. ;;;;2014-10-30 23:28:06;21;Secretaria Municipal de Tranportes;SMT
96;16;2;2;Implantar 150 km de faixas exclusivas de ônibus;150 Km de faixas exclusivas de ônibus, sinalizadas e com tratamento prioritário para o transporte coletivo;45000000;150 km de Faixas Exclusivas de Ônibus;;"As diretrizes do Plano Diretor Estratégico estabelecem a prioridade do transporte público. A meta prevê a instalação de mais 150 km de faixas à direita em eixos de transporte cuja frequência dos ônibus estejam acima de 40 ônibus por sentido no horário pico. Os atuais recursos de vigilância, como radares, câmeras de vigilância, sensores de massa veicular e outros, tornam possível assegurar um nível de respeito às faixas exclusivas à direita. Os conflitos com veículos nas conversões à direita, o acesso e saídas das garagens e as operações de cargas e descargas deverão ser mantidos sob controle através de fiscalização adequada. A implantação de faixas exclusivas à direita requer como medida prévia a proibição de estacionamento nesta faixa, para que a mesma seja dedicada exclusivamente aos ônibus.

Vias que receberão faixas exclusivas (informação completa dos trechos contemplados estará disponível no site do Programa de Metas):

Av. Jabaquara / Av. Eng. Armando de Arruda Av. Luís Dumont Vilares Pereira
R. Cesário Galeno / R. Honório Maia
R. Gonçalo Nunes / R. Rodrigues Velho
Av. Raimundo Pereira de Magalhães
Av. Casa Verde / R. D. Amaral Mousinho
Av. Auro Soares de Moura Andrade
Av. Antártica / Av. Sumaré / Av. Paulo VI
Av. das Nações Unidas R. Silva Bueno
Av. Magalhães de Castro / Av. Mj. Sílvio de Magalhães Padilha (Marginal Pinheiros)
Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê)
Av. Elísio Teixeira Leite Rótula Central
R. Alfredo Pujol
R. Nossa Senhora da Lapa / R. Monteiro de Melo
R. Tomazzo Ferrara
R. John Harrisson / R. Gago Coutinho
Av. Itaberaba
Av. Imirim
Av. Zaki Narchi
Av. Eng. Caetano Alvares
R. Sumidouro
R. Bom Pastor / R. Antonio Marcondes / Av. Nazaré
Av. Amador Bueno da Veiga
Av. Brigadeiro Luís Antonio
Av. Águia de Haia
R. Rodovalho Júnior
Av. Nova Cantareira
Av. Conselheiro Carrão
Viaduto Conselheiro Carrão
R. Antonio de Barros
R. Domingos Calheiros
Av. Regente Feijó
Av. Tucuruvi
R. Cel. Sezefredo Fagundes
R. Monte D´Ouro
R. Luis Gama / R. Silveira da Mota / R. Otto de Alencar / R. Barão de Iguape
R. Francisco Alves / R. Jeroaquara / R. Trajano
R. Duarte de Azevedo
Av. Conselheiro Rodrigues Alves
Viad. Domingos de Morais
R. Loefgreen
R. Baltazar Carrasco
Av. Água Fria
Av. Nordestina
R. Dr. João Ribeiro
R. Monte Pascal
R. Brig. Gavião Peixoto
R. Faustolo
R. João XXIII
R. Padre Benedito de Carvalho
R. Ver. Cid Galvão
R. Cel. Rodovalho Av. Dr. Eduardo Cotching
Av. Corifeu de Azevedo Marques
Av. Morvan Dias de Figueiredo (Marginal Tietê)
Av. Pedro Alvares Cabral / Av. Ibirapuera
R. Maria Cândida / R. Olavo Egídio
R. do Lavapés
R. da Independência
Av. D. Pedro I
Av. Cangaíba
Av. Penha de França
R. Clímaco Barbosa
R. Comendador Cantinho
R. João Teodoro
Av. Eng. George Corbisier
R. Ibitirama / R. e Viad. Cap.
Pacheco e Chaves / R. do
Av. Sapopemba
R. Heitor Penteado / Dr. Arnaldo / Av. Paulista / Av. Bernardino de Campos
Av. Indianópolis

Eixo Norte-Sul (Av. Santos Dumont / Av. Tiradentes / Av. 23 de Maio / Av. Rubem Berta / Av. Moreira Guimarães / Washington Luiz / Interlagos/ Jangadeiro / Teotônio Vilela)";Faixa exclusiva de ônibus à direita: Faixa de trânsito reservada ao tráfego exclusivo de ônibus em tempo integral ou em horários pré-determinados.;superada;;Já foram implementados 361,2 km até setembro de 2014. Em 2013 foram implementadas 291,4 km, praticamente o dobro do previsto para 4 anos.;Quem optou pelo transporte público na cidade teve um ganho individual médio de 38 minutos/dia;291,4 Km em 2013: Região Central (25,8 km), Região Sul (76,4 km), Região Norte (40,0 km), Região Leste (117,9 km) e Região Oeste (31,3 km).;35,5 Km até 30/04/2014 : Região Central (0,3 km), Região Sul (12,0 km), Região Norte (6,2 km), Região Leste (11,5 km) e Região Oeste (5,5 km).;28,5 Km até 31/08/2014 : Região Central (0,4 km), Região Sul (7,4 km), Região Norte (10,4 km), Região Leste (4,0 km) e Região Oeste (6,3 km).                                                 Total implantado até agosto/14 = 355,4 Km;;2014-10-30 23:28:06;21;Secretaria Municipal de Tranportes;SMT
97;16;2;2;Implantar uma rede de 400 km de vias cicláveis;400 km de infraestrutura cicloviária de circulação (ciclovias, ciclofaixas, ciclorrotas, calçadas compartilhadas);70000000;52,5 km de ciclorrotas no Bike Sampa, 56,7 km de vias cicláveis no Plano Cicloviário;140,8 km de Vias Cicláveis na Expansão do Plano Cicloviário, 150 km de ciclovias junto aos novos corredores de ônibus;"A meta inclui a instalação de estacionamentos para bicicletas e a implantação de um sistema de compartilhamento que será gerenciado pelo Bilhete Único.
Projetos de vias cicláveis a serem implantados:
Plano Cicloviário SMT/CET Setor Norte - 18,43 km de Infraestrutura Cicloviária, sendo 4,52 km de Ciclovia; 7,36 km de Ciclofaixa; 5,03 km de tráfego
Compartilhado e 1,52 km de Rota de Bicicleta.
Plano Cicloviário SMT/CET Setor Sul - 12,14 km de Infraestrutura Cicloviária, sendo 6,70 km de Ciclovia; 0,76 km de Ciclofaixa; 3,90 km de Tráfego
Compartilhado e 0,78 km de Rota de Bicicleta.
Plano Cicloviário SMT/CET Setor Leste - 26,27 km de Infraestrutua Cicloviária, sendo 7,51 km de Ciclovia; 13,46 km de Ciclofaixa; 2,18 km de tráfego
Compartilhado e 3,12 km de Rota de Bicicleta.
Expansão do Plano Cicloviário SMT/CET Setor Norte - 46,00 km de Infraestrutura cicloviária.
Expansão do Plano cicloviário SMT/CET Setor Sul- 11,00 km de Infraestrutura Cicloviária.
Expansão do Plano cicloviário SMT/CET Setor Leste - 63,00 km de Infraestrutura Cicloviária.
Projeto Bike Sampa - Ciclorrotas compartilhadas
Ciclovias nos corredores de ônibus (custos das ciclovias nos corredores estão imbutidos nos custos do projeto de corredor e não contribuem para o
valor definido no campo ""Custo Total da Meta"")";"Rota de Bicicleta ou Ciclorrota: Ruas já utilizadas por ciclistas que circulam nos bordos da via junto com o tráfego geral e que recebem sinalização vertical e horizontal especifica (placas e pintura de solo) alertando os motoristas sobre a presença e a prioridade a ser dada ao tráfego ciclístico, além da adoção da velocidade veicular em 30 km/h..
Ciclovia: Pista para uso exclusivo para circulação de bicicletas, segregada fisicamente do restante da via, dotada de sinalização vertical
e horizontal especifica (placas e pintura de solo). Pode estar situada na calçada, no canteiro central de uma via ou na própria pista onde circula o tráfego geral.
Ciclofaixa: Faixa para uso exclusivo para circulação de bicicletas sem segregação física em relação ao restante da via e caracterizada por sinalização vertical e horizontal especifica (placas e pintura de solo). Normalmente situa-se nos bordos da pista por onde circula o tráfego geral, mas pode também situar-se na calçada e no canteiro central.
Calçada Compartilhada: Calçadas onde é autorizada a circulação montada de bicicletas e que recebem sinalização vertical (placas) regulamentando esta situação.";em andamento com benefícios à população;;Implantados 80 km de ciclovias entre junho e setembro de 2014.;Ciclistas terão faixas exclusivas em 12 pontes nos próximos dois anos.;;;;;2014-10-30 23:28:06;21;Secretaria Municipal de Tranportes;SMT
98;16;2;1;Modernizar a rede semafórica;Projeto DNA Semafórico: É composto pelo Cadastro Semafórico, Programa Olho no Semáforo e Indicador de Qualidade Semafórica Realização e tem como finalidade o diagnóstico da situação atual dos semáforos na cidade, com participação ativa da população para identificação e tratamento dos problemas,  Recuperação de 4.800 intersecções do Sistema de Sinalização Semafórica;274192935,4;Projeto DNA Semafórico implantado, 3.654 Intersecções Semafóricas modernizadas;1.146 Intersecções Semafóricas modernizadas;Orientar a ampliação da rede de semáforos operando em tempo real ao longo dos principais corredores de transporte e trânsito do município;Automação Semafórica: programação semafórica dos cruzamentos conectada ao sistema de controle centralizado operando em tempo real.;em andamento com benefícios à população;sp-mais-inclusiva;"Central de Monitoramento Semafórico implementada; 4.107 cruzamentos reformados; 896 NoBreaks em operação; 315 GPRS e 541 controladores instalados";Projeto DNA Semafórico em andamento com diversas ferramentas já implementadas nos sistemas;"Projeto DNA Semafórico em andamento com diversas ferramentas já implementadas nos sistemas: 
- Realizada integração do processo de falha semafórica
- Desenvolvido sistema de obtenção de indicadores BI-SMEE
- Desenvolvido Indicador de Qualidade Semafórico
- Em fase de conclusão da integração dos sistemas SMEE com as empresas contratadas (gestão de falhas, banco do DNA e sistema de comunicação com a central)";;;;2014-10-30 23:28:06;21;Secretaria Municipal de Tranportes;SMT
99;16;2;6;Projetar, licitar, licenciar e garantir a fonte de financiamento para a execução do Plano Viário Sul;Melhoramento e duplicação de 7,5km da R. Agamenon e Estrada da Baronesa com implantação de corredor de ônibus, Prolongamento e duplicação de 5,5 km da Estrada do M'Boi Mirim com implantação de corredor de ônibus,  Duplicação de 1,2km da Estrada da Cachoeirinha com implantação de corredor de ônibus, Prolongamento de 3,3km da Av. Carlos Caldeira Filho com implantação de corredor de ônibus e canalização do córrego Água dos Brancos, Melhoramentos e duplicação de 3,1km da Av. Dona Belmira Marin com implantação de corredor de ônibus, Melhoramento e alargamento de 4,9km da Estrada de Itapecerica, Duplicação de 6,3km da Estrada do Alvarenga, Melhoramento e duplicação de 5,7km da Av. Guarapiranga/ Estrada Guavirituba com implantação de corredor de ônibus.;1743000000;30% das obras;70% das obras;Além dos melhoramentos viários, o custo e a descrição da meta inclui a implantação de 25km de corredores de ônibus que devem ser contabilizados como entrega para os 150km de corredores de ônibus. O total das intervenções de melhoramento, duplicação, prolongamento ou implantação de corredor é de 36,3km.;Plano Viário Sul: Plano de obras viárias localizadas na região do extremo sul da cidade de São Paulo.;em andamento com benefícios à população;;36 km de corredores do Plano Viário Sul em licitação;1º Pontilhão do rio Embu-Guaçu entregue;;;;;2014-10-30 23:28:06;12;Secretaria Municipal de Infraestrutura e Obras;SIURB
100;16;2;2;Concluir obras do complexo Nova Radial;Obras Viárias Complementares ao Prolongamento da Radial Leste - 2ª Etapa (Subprefeituras Guaianases, Itaquera, Penha e São Miguel): conjunto de intervenções para acesso e apoio ao novo trecho da Radial Leste.;309999000;;Nova Radial finalizada;;;em andamento com benefícios à população;;Viaduto Itaquera concluído em dezembro de 2013;Entregue trecho inicial do Córrego Verde junto ao Rio Jacu;Obras da Passagem Inajar-Guaçu em andamento;Projeto para execução do Viaduto Guaianazes em elaboração;;;2014-10-30 23:28:06;12;Secretaria Municipal de Infraestrutura e Obras;SIURB
101;16;2;2;Projetar, licitar, licenciar, garantir a fonte de financiamento e construir a ponte Raimundo Pereira de Magalhães;Ponte Raimundo Pereira Magalhães construída.;220000000;;Ponte construída;A Ponte da Avenida Raimundo Pereira de Magalhães será construída sobre o rio Tietê reestabelece a ligação entre a parte norte da avenida com o bairro da Lapa e a Avenida Marginal do Tietê, numa extensão de cerca de 200 metros, além de viário complementar.;;em andamento;;Projeto da obra em elaboração. ;Estudo de alternativas, traçado da obra e do viário de acesso concluídos;;;;;2014-10-30 23:28:06;12;Secretaria Municipal de Infraestrutura e Obras;SIURB
102;16;2;6;Ampliar o Programa de Proteção ao Pedestre atingindo 18 novas grandes avenidas e 14 locais de intensa circulação de pedestres;Programa Proteção ao Pedestre, com ações educativas, de engenharia e de fiscalização.;12000000;22 novos locais atendidos;10 novos locais atendidos;"Reduzir em 10% / ano o número de acidentes de trânsito com pedestres, ampliando o programa de proteção ao pedestre para toda a cidade, enfatizando corredores de ônibus periféricos, subcentros comerciais e pólos geradores de pedestres (regiões com alto índice de atropelamentos) com a implementação de ações de educação, engenharia e fiscalização.
Locais a serem atendidos:
Grandes Avenidas
Av. S. João
R. Vergueiro
Av. 9 de Julho/Sto Amaro
Consolação/Rebouças/Fco Morato
Av. Inajar de Sousa/Rio Branco
Edgar Facó/Lapa/Centro
Paes de Barros
Av Ragueb Chohfi
Av. S. Miguel
Av. Sapopemba
Av. Marechal Tito
Av. Matteo Bei/ Cons Carrão
Av. Teotônio Vilela,
Av. Guarapiranga
Estrada M' Boi Mirim
Av. Cupecê
Estrada Itapecerica
Av. Ibirapuera/Ver.José Diniz

Locais de intensa circulação de pedestres
Centro Antigo
Brás
Bela Vista
Santana
V. Maria
USP
Lapa
Pinheiros
Penha
Sapopemba
Itaquera
São Miguel
Lgo. 13 de Maio
Itaim Bibi";Programa de Proteção ao Pedestre: programa cujo objetivo é criar a cultura de respeito ao pedestre, resgatando os valores de proteção ao pedestre, de maneira a ampliar a segurança destes e reduzir os índices de acidentalidade por atropelamentos;em andamento com benefícios à população;;17 grandes avenidas e 11 locais de concentração de pedestres tiveram ações preventivas entre 2013 e 2014.;Redução de 10% dos atropelamentos entre 2012 e 2013;Ações preventivas em 17 grandes avenidas com 308 orientadores de travessia em operação;;;;2014-10-30 23:28:06;21;Secretaria Municipal de Tranportes;SMT
103;16;2;2;Construir a Alça do Aricanduva;Alça construída;10000000;;Alça construída;A alça permitirá o acesso à Marginal Tietê evitando a entrada no bairro da Penha.;;em andamento;;Projeto da obra concluído;Laudos de desapropriação em elaboração;A alça tem por objetivo permitir o acesso à Marginal Tietê evitando a entrada no bairro da Penha.;;;;2014-10-30 23:28:06;12;Secretaria Municipal de Infraestrutura e Obras;SIURB
104;17;2;2;Intervir em 79 pontos de alagamentos por meio do Programa de Redução de Alagamentos - PRA;Intervenções em 79 pontos de alagamentos realizadas;133000000;79 pontos;;"O Programa compreende a execução de serviços para redução dos pontos de alagamento e margens de córrego com situação crítica quanto à interdição de tráfego e erosão ou solapamento. Os locais de execução dos serviços foram definidos e priorizados em estudos realizados pela SIURB, SMSP, Subprefeituras e CET. O programa está organizado em lotes regionais que reúnem intervenções em ruas / logradouros por subprefeitura: Lote I - Sul (Capela do Socorro, Ipiranga, Jabaquara, Santo Amaro); Lote II - Oeste/Centro/ Sudeste (Móoca, Lapa, Sé, Pinheiros); Lote III - Norte/ Noroeste (Casa Verde, Freguesia do Ó, Jaçanã/Tremembé, Vila Maria/Vila Guilherme, Pirituba, Santana); Lote IV - Leste (Ermelino Matarazzo, Itaquera, Itaim Paulista, São Miguel); Lote IV - Leste (Ermelino Matarazzo, Itaquera, Itaim Paulista, São Miguel).";Programa de Redução de Alagamentos – PRA: prevê minimizar alagamentos em vários pontos da cidade, em função de insuficiências do sistema existente de drenagem ou de margens de córregos com solapamentos. As obras e serviços previstos no PRA são pontuais e de rápida implantação, servindo como complemento aos macro-programas de drenagem da cidade.;em andamento com benefícios à população;;25 intervenções em pontos de alagamentos concluídas;24 intervenções em andamento, 15 a iniciar e 15 suspensas por conta de revisão de escopo e orçamento;;;;;2014-10-30 23:28:06;12;Secretaria Municipal de Infraestrutura e Obras;SIURB
105;17;2;2;Realizar intervenções de controle de cheias em bacias dos córregos: Ponte Baixa, Zavuvus, Sumaré/Água Preta, Aricanduva, Cordeiro, Praça da Bandeira, Av. Anhaia Mello, Freitas/Capão Redondo, Paraguai/Éguas, Riacho do Ipiranga, Tremembé, Ribeirão Perus e Paciência e desenvolver o projeto para intervenção nos córregos do Itaim Paulista;Canalização de 15,4km de córregos, construção de 8 reservatórios e 2 parques lineares com um total de 560.000m² de área verde.;3300000000;9 reservatórios implantados, 394.000 m² de parque linear implementados, 1 caixa de equalização implantada, 11.370 metros canalizados;20 reservatórios implantados (2 em processo de revisão - Reservatórios do Anhangabaú),  1.266.000 m² de parque linear implementados, 2 caixas de interligação implantadas, 3 caixas de equalização implantadas, 14.391 metros canalizados;"1. PONTE BAIXA (Subprefeitura do M'Boi Mirim) - Canalização de 3.080m do Córrego e implantação de 1 reservatório.
2. ZAVUVUS (Subprefeituras de Santo Amaro e Cidade Ademar) - Canalização de 3.520m do Córrego Zavuvus com implantação de 2 reservatórios e um parque linear de 200.000m².
3. SUMARÉ E ÁGUA PRETA (Subprefeitura Lapa) - Canalização de 8.800m do Córrego.
4. ARICANDUVA (Subprefeitura Aricanduva e São Mateus) - Implantação de 2 reservatórios e um parque linear de 360.000m² na área do Córrego.
5. PRAÇA DA BANDEIRA (Subprefeitura Sé) - Implantação do reservatório do Anhangabaú.
6. ANHAIA MELLO (Subprefeitura Vila Prudente/Sapopemba) - Implantação de 2 reservatórios
7. Ribeirão Perus (Subprefeitura Perus) - Canalização de 110m do Córrego com implantação de 5 reservatórios e um parque linear de 1.100.000 m².
8. Riacho do Ipiranga (Subprefeitura Ipiranga) - Canalização de 2.200 m do Córrego com implantação de um reservatório.
9. Paciência (Subprefeitura Jaçana/Tremembé) - Canalização de 2.400m com implantação de um reservatório no Córrego Paciência.
10. Tremembé (Subprefeitura Jaçana/Tremembé) - Canalização de 2.500 m com implantação de 6 reservatórios no Córrego.
11. Morro do S - Freitas/Capão Redondo (Subprefeitura Campo Limpo) -
12. Cordeiro (Subprefeitura Cidade Ademar e Santo Amaro) - Canalização de 2.200m do Córrego Alcatrazes e 270m de canalização do Córrego Cordeiro com implantação de 6 reservatórios, 4 caixas de equalização de vazão e 2 caixas de interligação de galerias.
13. Paraguai/Éguas (Subprefeitura Santo Amaro e Vila Mariana) - Implantação de um reservatório.
14. Ribeirão Água Vermelha, Ribeirão Lajeado, Córrego Itaim, Córrego Tijuco Preto e afluentes (Subprefeitura Itaim Paulista) - Elaboração de projeto básico e viabilização do inicio da intervenção
Os custos relacionados às obras acima incluem gastos com as desapropriações necessárias à execução da obra.";Intervenções de macrodrenagem: obras de apoio à drenagem associadas à bacia ou à sub-bacia hidrográfica;em andamento com benefícios à população;;Córregos Ponte Baixa, Sumaré/Água Preta e Cordeiro com obras em andamento.;Entregue trecho da canalização do Córrego Ponte Baixa entre o Canal da Guarapiranga e a Av. Guido Caloi.;A meta prevê a canalização de 15,4km de córregos, a construção de 8 reservatórios e a construção de 2 parques lineares, com 560 mil m² de área verde.;Obras do Córrego Aricanduva em licitação. Córregos Ipiranga, Tremembé, Paciência, Ribeirão Perus e Paraguai/Éguas com pré qualificação publicadas;;;2014-10-30 23:28:06;12;Secretaria Municipal de Infraestrutura e Obras;SIURB
106;17;2;2;Desenvolver o programa de drenagem e manejo das águas pluviais, com a criação de uma instância municipal de regulação, articulação e monitoramento da drenagem urbana;1 Programa de drenagem criado, 1 Instância municipal de drenagem.;20076242;;Programa de drenagem, Instância municipal de drenagem;"Será realizada a elaboração de estudos de 6 seis bacias hidrográficas inscritas no território do município, com objetivo básico de recuperação dos cursos d%u2019água e de suas bacias hidrográficas, de modo a integrá-las ao tecido urbano com sustentabilidade ambiental. Tal estudo engloba o levantamento realizado de informações básicas das bacias hidrográficas, diagnóstico hidrológico e hidráulico e desenvolvimento dos modelos computacionais de simulação hidráulica, proposição de medidas estruturais e não estruturais de implantação imediata, de curto, médio e longo prazos, execução de anteprojetos de intervenções, viabilidade ambiental das obras propostas; proposição de aprimoramento institucional. O Programa prevê também a institucionalização de uma instância municipal que articule os órgãos que atuam na questão da drenagem urbana.";Bacia hidrográfica: é uma área de captação natural da água de precipitação que faz convergir o escoamento para um único ponto de saída.;em andamento;;Diagnóstico de 4 bacias hidrográficas em andamento.;Elaboração de minuta de Projeto de Lei de criação da Instância Municipal de Drenagem e Manejo de Águas ;Abertura da licitação para contratação do Programa de Drenagem e Manejo de Águas Pluviais para a Bacia do Rio Cabuçu de Baixo;A partir de levantamento, o trabalho propõe medidas, projetos de intervenção e fortalecimento institucional para recuperar os cursos d'água e integrá-los ao tecido urbano com sustentabilidade ambiental.;;;2014-10-30 23:28:06;6;Secretaria Municipal de Desenvolvimento Urbano;SMDU
107;18;3;3;Criar 32 Centros de Atendimento ao Cidadão - CAC;Centros de Atendimento ao Cidadão funcionando em cada subprefeitura.;55000000;;32 CACs;Adequação do espaço físico, modernização do atendimento e ampliação dos serviços oferecidos.;Centros de Atendimento ao Cidadão – CAC: é a modernização de toda a infraestrutura das atuais Praças de Atendimento que irá incluir adequação do espaço físico, otimização e ampliação dos serviços atendidos, integração dos sistemas de atendimento oferecidos.;em andamento com benefícios à população;;Sistema de Gerenciamento de Atendimento já em funcionamento na Subprefeitura da Mooca, com o objetivo principal de gerenciar filas e fluxos de atendimento.;"
Projeto do processo de modernização da infraestrutura, ambiente, ergonomia e mobiliário de todas praças de atendimento em fase final de elaboração.";;;;;2014-10-30 23:28:06;3;Secretaria Municipal de Coordenação das Subprefeituras;SMSP
108;18;3;7;Ampliar e modernizar os serviços oferecidos por meio do 156;Serviço de atendimento ao cidadão reestruturado, tanto na parte externa do serviço como nos fluxos internos das demandas dos cidadãos.;50000000;;156 modernizado;"Os serviços de atendimento ao cidadão encontram-se hoje desarticulados e sem um fluxo adequado para que as respostas sejam dadas num período de
tempo adequado ao cidadão. A ampliação e reestruturação destes canais visam garantir um atendimento ágil e eficaz das demandas dos cidadãos.";156: É a Central telefônica da Prefeitura de São Paulo que fornece informações sobre os serviços públicos municipais.;em andamento;;Diagnóstico dos fluxos internos do serviço e integração com outros canais concluídos. ;Esse trabalho é fundamental para dar mais agilidade e precisão ao atendimento.;;;;;2014-10-30 23:28:06;1;Secretaria Executiva de Comunicação;SECOM
109;18;3;7;Criar a Subprefeitura de Sapopemba;Subprefeitura de Sapopemba criada;0;Subprefeitura de Sapopemba criada;;A Subprefeitura de Sapopemba deverá responder as atribuições e responsabilidades definidas pela lei nº 13.399 de 01/08/2002 de criação das Subprefeituras. Sua criação aumentará a capilaridade do Estado, aproximando-o da população.;"Subprefeitura: Criadas em pela lei 13.399, são unidades do poder público municipal responsáveis pela maioria dos equipamentos públicos, como clubes da comunidade (antigos CDMs) e clubes da cidade. Têm o papel de receber pedidos e reclamações da população, solucionar os problemas apontados; preocupam-se com a educação, saúde e cultura de cada região, tentando sempre promover atividades para a população. Além disso, elas cuidam da manutenção do sistema viário, da rede de drenagem, limpeza urbana, vigilância sanitária e epidemiológica, entre outros papéis que transformam, a cada dia, essas regiões da cidade em locais mais humanizados e cheios de vida.";em andamento com benefícios à população;;Subprefeitura de Sapopemba criada (Lei 15.764/2013), a 32ª da cidade.;Sede já definida na Avenida Sapopemba, 9064 - Jardim Grimali.  Reforma do prédio está em andamento.;;;;;2014-10-30 23:28:06;3;Secretaria Municipal de Coordenação das Subprefeituras;SMSP
110;18;3;4;Integrar os sistemas de informação dos diversos órgãos municipais (Guarda Civil Metropolitana, Companhia de Engenharia de Tráfego, SAMU, Defesa Civil)  e implantar a Central de Operações da Defesa Civil para a gestão de riscos e respostas a desastres ;Sistema de informações das diversas instituições com base de dados integrada, Implantação de uma Central de operações e atendimento da Defesa Civil no tocante a sua infra-estrutura e equipamentos para alimentação de um sistema em um banco de dados integrados com diversas centrais setoriais e emergência da Cidade de São Paulo;30000000;;Sistema de Informação integrado, Central de Operações da Defesa Civil;A implantação da Central de Operações da Defesa Civil permitirá aos órgãos envolvidos o aperfeiçoamento dos processos, com agilização no atendimento à população nas situações de emergência e no planejamento estratégico. Nesse sentido, os esforços para seu funcionamento compreende o desenvolvimento do projeto, a implantação de infraestrutura e do Centro, a qualificação dos profissionais, a instalação dos sistemas de integração e dos equipamentos e a definição de protocolos de atendimento para os órgãos de emergência. E, ainda o desenvolvimento de uma base de dados da Defesa Civil para coleta, sistematização e compartilhamento com a sociedade;Central de operações: Centro onde se coordena as ações de prevenção e resposta a desastres e calamidades.;em andamento;;Termo de Referência e Especificação Técnica do serviço de integração em revisão. ;Centro de Controle Operacional Integrado (CCOI) e sede administrativa já alocados na Central de Operações da Defesa Civil.;;;;;2014-10-30 23:28:06;3;Secretaria Municipal de Coordenação das Subprefeituras;SMSP
111;18;3;7;Implantar um Sistema de Informação Geográfica, com dados abertos e livre consulta pelo público;Sistema de Informação Geográfica implantado.;10700000;;Sistema de Informação Geográfica;"O SIG-SP está institucionalizado pelo Decreto nº 50.736/2009. O SIG gerido pela SMDU, envolverá informações disponibilizadas pelas secretarias e órgão externos, relacionados com atividades de expressão territorial. Será desenvolvido em padrões compatíveis com os sistemas livres e de mercado, aderentes à Infraestrutura Nacional de Dados Espaciais (INDE), bem como à Open Geospatial Consortium (OGC).
Como sistema corporativo, produz e reproduz informação de maneira inteligente com o apoio das geotecnologias. No âmbito de SMDU e SPUrbanismo, produzirá um sistema integrado dos bancos de dados existentes, agregando a informação geográfica como componente de suas análises, seja em ambiente interno (módulo I de integração) ou externo (Infolocal).";"Sistema de Informação Geográfica (SIG): Conjunto de pessoas, organizações, dados, equipamentos e programas de coleta, processamento, análise e disseminação da informação geográfica.
Infraestrutura de Dados Espaciais (IDE): Conjunto integrado de tecnologias; políticas; mecanismos e procedimentos de coordenação e monitoramento; padrões e acordos, necessário para facilitar e ordenar a geração, o armazenamento, o acesso, o compartilhamento, a disseminação e o uso dos dados geoespaciais de origem federal, estadual, distrital e municipal.";em andamento com benefícios à população;;Download do Mapa Digital da Cidade disponível ao público.;Concluído Plano de Integração das Bases de Dados e Sistemas Existentes;;;;;2014-10-30 23:28:06;6;Secretaria Municipal de Desenvolvimento Urbano;SMDU
